POS,frequency of heterozygosity,total reads,coverage,,
967037,143,889,0.160854893,,
968466,143,817,0.1750306,,
974689,143,877,0.163055872,,
980706,143,760,0.188157895,,
1004480,143,852,0.167840376,,
1049568,143,1001,0.142857143,,
1053286,143,921,0.155266015,,
1146376,143,762,0.187664042,,
1150452,143,913,0.156626506,,
1217085,143,926,0.154427646,,
1217086,143,891,0.160493827,,
1255294,143,960,0.148958333,,
1260996,143,946,0.151162791,,
1264122,143,857,0.166861144,,
1293241,143,1170,0.122222222,,
1299173,143,852,0.167840376,,
1311444,143,839,0.170441001,,
1318291,143,683,0.209370425,,
1330557,143,966,0.148033126,,
1336581,143,957,0.149425287,,
1443906,143,941,0.151965994,,
1445129,143,993,0.144008056,,
1446136,143,721,0.198335645,,
1452807,143,979,0.146067416,,
1460585,143,787,0.181702668,,
1460694,143,885,0.161581921,,
1467965,143,780,0.183333333,,
1509009,143,921,0.155266015,,
19374,144,884,0.162895928,,
21001,144,837,0.172043011,,
23143,144,1041,0.13832853,,
33027,144,837,0.172043011,,
58765,144,925,0.155675676,,
67902,144,963,0.14953271,,
95432,144,787,0.182973316,,
113295,144,954,0.150943396,,
128717,144,818,0.17603912,,
128931,144,963,0.14953271,,
147591,144,901,0.15982242,,
149240,144,843,0.170818505,,
157244,144,935,0.154010695,,
216405,144,865,0.166473988,,
227141,144,805,0.178881988,,
231562,144,775,0.185806452,,
252202,144,723,0.199170124,,
263773,144,880,0.163636364,,
265452,144,775,0.185806452,,
291748,144,884,0.162895928,,
301476,144,871,0.16532721,,
348434,144,816,0.176470588,,
358273,144,912,0.157894737,,
367336,144,858,0.167832168,,
386535,144,772,0.186528497,,
387772,144,853,0.168815944,,
399202,144,1039,0.138594803,,
400864,144,921,0.156351792,,
416872,144,738,0.195121951,,
447357,144,805,0.178881988,,
455844,144,906,0.158940397,,
504498,144,729,0.197530864,,
572826,144,689,0.208998549,,
581997,144,951,0.151419558,,
583202,144,1059,0.135977337,,
615448,144,896,0.160714286,,
633999,144,843,0.170818505,,
651580,144,803,0.179327522,,
670297,144,887,0.162344983,,
681076,144,829,0.173703257,,
714714,144,961,0.149843913,,
723345,144,879,0.163822526,,
776907,144,879,0.163822526,,
791869,144,859,0.167636787,,
815632,144,939,0.153354633,,
836558,144,711,0.202531646,,
843857,144,840,0.171428571,,
929478,144,814,0.176904177,,
967934,144,927,0.155339806,,
969643,144,858,0.167832168,,
980816,144,912,0.157894737,,
999432,144,914,0.157549234,,
1054662,144,850,0.169411765,,
1255417,144,931,0.154672395,,
1279803,144,835,0.17245509,,
1300146,144,858,0.167832168,,
1314742,144,991,0.14530777,,
1316310,144,930,0.15483871,,
1346429,144,1046,0.137667304,,
1373320,144,967,0.148914168,,
1387313,144,904,0.159292035,,
1403147,144,995,0.144723618,,
1428300,144,920,0.156521739,,
1444337,144,882,0.163265306,,
1451724,144,817,0.17625459,,
1452642,144,803,0.179327522,,
1486110,144,876,0.164383562,,
1495521,144,884,0.162895928,,
1501681,144,877,0.164196123,,
1522634,144,820,0.175609756,,
19719,145,714,0.203081232,,
53471,145,901,0.160932297,,
65350,145,931,0.155746509,,
79852,145,931,0.155746509,,
80856,145,1030,0.140776699,,
97330,145,890,0.162921348,,
101893,145,906,0.16004415,,
105373,145,752,0.192819149,,
109468,145,859,0.168800931,,
121624,145,886,0.163656885,,
141606,145,886,0.163656885,,
146675,145,783,0.185185185,,
153559,145,872,0.166284404,,
153605,145,901,0.160932297,,
163443,145,881,0.164585698,,
194236,145,918,0.15795207,,
204077,145,971,0.149330587,,
227138,145,820,0.176829268,,
335086,145,737,0.196743555,,
338718,145,856,0.169392523,,
354286,145,879,0.164960182,,
358932,145,841,0.172413793,,
372075,145,974,0.148870637,,
386506,145,875,0.165714286,,
388449,145,803,0.180572852,,
403952,145,752,0.192819149,,
420945,145,882,0.164399093,,
443547,145,889,0.163104612,,
574934,145,976,0.148565574,,
574968,145,958,0.151356994,,
655453,145,860,0.168604651,,
682509,145,1005,0.144278607,,
701710,145,1011,0.143422354,,
724610,145,939,0.154419595,,
783163,145,798,0.181704261,,
933867,145,1077,0.13463324,,
967019,145,832,0.174278846,,
997511,145,876,0.165525114,,
1047299,145,785,0.184713376,,
1077718,145,948,0.152953586,,
1143894,145,897,0.161649944,,
1147285,145,947,0.1531151,,
1174551,145,978,0.148261759,,
1275195,145,872,0.166284404,,
1312700,145,1003,0.144566301,,
1374217,145,975,0.148717949,,
1406179,145,986,0.147058824,,
1406893,145,847,0.171192444,,
1428672,145,809,0.179233622,,
1442774,145,861,0.168408827,,
1443293,145,893,0.16237402,,
1443515,145,924,0.156926407,,
1452589,145,869,0.166858458,,
1464206,145,900,0.161111111,,
1469271,145,817,0.17747858,,
1491879,145,1018,0.142436149,,
1491889,145,1015,0.142857143,,
1495512,145,865,0.167630058,,
1499487,145,1133,0.127978817,,
1502849,145,923,0.157096425,,
1504663,145,787,0.184243964,,
1519082,145,894,0.162192394,,
20444,146,778,0.187660668,,
23665,146,943,0.154825027,,
33211,146,822,0.177615572,,
49656,146,929,0.157158235,,
70023,146,840,0.173809524,,
81868,146,1094,0.13345521,,
93797,146,918,0.159041394,,
122524,146,862,0.16937355,,
128679,146,962,0.151767152,,
128885,146,1049,0.139180172,,
128920,146,1012,0.144268775,,
153267,146,931,0.156820623,,
216140,146,818,0.178484108,,
223242,146,855,0.170760234,,
225018,146,978,0.149284254,,
248088,146,987,0.147922999,,
268432,146,815,0.179141104,,
338368,146,868,0.168202765,,
357312,146,772,0.189119171,,
365027,146,740,0.197297297,,
371249,146,947,0.154171067,,
376867,146,980,0.148979592,,
385114,146,756,0.193121693,,
387021,146,756,0.193121693,,
410348,146,875,0.166857143,,
420571,146,836,0.174641148,,
423385,146,772,0.189119171,,
426362,146,915,0.159562842,,
491804,146,857,0.170361727,,
499207,146,890,0.164044944,,
544208,146,724,0.201657459,,
580899,146,791,0.184576485,,
660197,146,901,0.162042175,,
660411,146,929,0.157158235,,
663138,146,934,0.156316916,,
676190,146,835,0.174850299,,
683610,146,822,0.177615572,,
685659,146,1131,0.129089302,,
692797,146,879,0.166097838,,
699022,146,955,0.152879581,,
701697,146,1015,0.143842365,,
709938,146,713,0.204768583,,
711759,146,795,0.183647799,,
790489,146,858,0.17016317,,
822225,146,1004,0.145418327,,
839342,146,902,0.161862528,,
913903,146,1007,0.144985104,,
942067,146,856,0.170560748,,
942069,146,850,0.171764706,,
964406,146,900,0.162222222,,
1047046,146,851,0.171562867,,
1146894,146,817,0.17870257,,
1147951,146,850,0.171764706,,
1216298,146,836,0.174641148,,
1292153,146,793,0.184110971,,
1296755,146,897,0.162764771,,
1314849,146,991,0.147325933,,
1333856,146,898,0.162583519,,
1345853,146,837,0.174432497,,
1387160,146,881,0.165720772,,
1424813,146,887,0.164599775,,
1445114,146,1065,0.137089202,,
1461391,146,882,0.16553288,,
1491939,146,823,0.177399757,,
1494974,146,906,0.161147903,,
1522631,146,813,0.179581796,,
1522636,146,813,0.179581796,,
18989,147,895,0.16424581,,
65313,147,910,0.161538462,,
80414,147,1024,0.143554688,,
105348,147,878,0.167425968,,
113547,147,979,0.150153218,,
128688,147,941,0.156216791,,
150486,147,864,0.170138889,,
159330,147,1043,0.140939597,,
162718,147,907,0.162072767,,
164439,147,873,0.16838488,,
173380,147,993,0.148036254,,
186796,147,880,0.167045455,,
193568,147,937,0.156883671,,
194189,147,924,0.159090909,,
195098,147,1032,0.14244186,,
210833,147,737,0.199457259,,
261458,147,836,0.175837321,,
329729,147,922,0.159436009,,
346360,147,835,0.176047904,,
367213,147,844,0.174170616,,
372084,147,925,0.158918919,,
390162,147,886,0.165914221,,
399237,147,1151,0.12771503,,
404702,147,823,0.178614824,,
415430,147,967,0.152016546,,
420558,147,850,0.172941176,,
439768,147,1211,0.121387283,,
476902,147,880,0.167045455,,
546304,147,828,0.177536232,,
589456,147,814,0.180589681,,
611095,147,742,0.198113208,,
636465,147,841,0.174791914,,
686419,147,864,0.170138889,,
775992,147,1023,0.143695015,,
778301,147,932,0.157725322,,
893751,147,713,0.206171108,,
929644,147,764,0.192408377,,
949385,147,995,0.147738693,,
970293,147,831,0.176895307,,
1006529,147,998,0.147294589,,
1184872,147,1020,0.144117647,,
1216313,147,848,0.173349057,,
1217139,147,975,0.150769231,,
1271999,147,943,0.155885472,,
1279416,147,917,0.160305344,,
1284111,147,964,0.152489627,,
1300045,147,863,0.170336037,,
1314814,147,898,0.163697105,,
1335542,147,974,0.150924025,,
1402561,147,887,0.16572717,,
1421376,147,844,0.174170616,,
1421456,147,856,0.171728972,,
1448600,147,999,0.147147147,,
1455207,147,881,0.166855846,,
1462835,147,788,0.186548223,,
1463912,147,817,0.179926561,,
1474885,147,962,0.152806653,,
1483979,147,1029,0.142857143,,
1487095,147,943,0.155885472,,
1500051,147,992,0.148185484,,
1505437,147,954,0.15408805,,
1515303,147,896,0.1640625,,
1519083,147,918,0.160130719,,
1519407,147,1022,0.143835616,,
1523171,147,807,0.182156134,,
22874,148,919,0.161044614,,
65064,148,1027,0.144109056,,
65898,148,889,0.16647919,,
75706,148,1011,0.146389713,,
81257,148,803,0.184308842,,
81585,148,919,0.161044614,,
88301,148,906,0.163355408,,
95525,148,862,0.171693735,,
102997,148,898,0.16481069,,
105448,148,882,0.167800454,,
128886,148,1077,0.137418756,,
141605,148,932,0.158798283,,
145769,148,839,0.176400477,,
209791,148,970,0.15257732,,
252063,148,898,0.16481069,,
256576,148,935,0.15828877,,
257974,148,1056,0.140151515,,
277642,148,979,0.151174668,,
301246,148,853,0.173505275,,
308552,148,1018,0.145383104,,
333747,148,987,0.149949341,,
338341,148,840,0.176190476,,
340555,148,897,0.164994426,,
379372,148,853,0.173505275,,
380035,148,898,0.16481069,,
417015,148,1060,0.139622642,,
422595,148,892,0.165919283,,
423383,148,775,0.190967742,,
429679,148,916,0.161572052,,
526282,148,975,0.151794872,,
526285,148,982,0.150712831,,
526288,148,970,0.15257732,,
555588,148,883,0.167610419,,
572934,148,824,0.17961165,,
641507,148,917,0.161395856,,
642569,148,816,0.181372549,,
665204,148,921,0.160694897,,
671207,148,1039,0.142444658,,
688530,148,908,0.162995595,,
690152,148,908,0.162995595,,
721283,148,764,0.193717277,,
789368,148,930,0.159139785,,
813568,148,879,0.168373151,,
837953,148,959,0.154327424,,
840362,148,943,0.156945917,,
844673,148,818,0.180929095,,
861257,148,958,0.154488518,,
930989,148,959,0.154327424,,
937139,148,969,0.152734778,,
956734,148,1069,0.138447147,,
978636,148,951,0.155625657,,
980844,148,855,0.173099415,,
1051506,148,942,0.157112527,,
1216309,148,842,0.175771971,,
1219901,148,1003,0.147557328,,
1259982,148,905,0.163535912,,
1279680,148,992,0.149193548,,
1282320,148,804,0.184079602,,
1299052,148,805,0.183850932,,
1302363,148,924,0.16017316,,
1309512,148,839,0.176400477,,
1320570,148,877,0.168757127,,
1341826,148,965,0.153367876,,
1345811,148,881,0.167990919,,
1419366,148,795,0.186163522,,
1421954,148,985,0.150253807,,
1447991,148,844,0.17535545,,
1452837,148,991,0.149344097,,
1461567,148,837,0.176821983,,
1473860,148,909,0.162816282,,
1483867,148,811,0.182490752,,
1502817,148,994,0.14889336,,
1510501,148,997,0.148445336,,
22928,149,922,0.161605206,,
37478,149,1019,0.146221786,,
43359,149,946,0.157505285,,
54946,149,940,0.158510638,,
89537,149,804,0.185323383,,
89754,149,740,0.201351351,,
90975,149,899,0.165739711,,
101500,149,886,0.168171558,,
104186,149,955,0.156020942,,
106057,149,923,0.161430119,,
122546,149,934,0.159528908,,
128691,149,957,0.15569488,,
128873,149,1027,0.145082765,,
128940,149,990,0.150505051,,
141006,149,1112,0.133992806,,
146231,149,938,0.158848614,,
148010,149,786,0.18956743,,
159613,149,976,0.152663934,,
172218,149,1057,0.140964995,,
185243,149,994,0.149899396,,
195095,149,1030,0.144660194,,
267359,149,919,0.162132753,,
333753,149,991,0.150353179,,
379556,149,1051,0.141769743,,
399570,149,942,0.158174098,,
410364,149,877,0.169897377,,
554114,149,798,0.186716792,,
615114,149,761,0.195795007,,
643064,149,1064,0.140037594,,
644622,149,950,0.156842105,,
677543,149,969,0.15376677,,
683918,149,917,0.162486369,,
684013,149,935,0.159358289,,
688437,149,822,0.181265207,,
701637,149,1074,0.138733706,,
715933,149,1050,0.141904762,,
724081,149,929,0.160387513,,
780011,149,1005,0.148258706,,
833459,149,911,0.163556531,,
893485,149,914,0.163019694,,
932509,149,866,0.172055427,,
933821,149,974,0.152977413,,
956718,149,1100,0.135454545,,
958608,149,1124,0.132562278,,
970434,149,883,0.168742922,,
1143783,149,905,0.164640884,,
1148558,149,1049,0.142040038,,
1151048,149,1174,0.126916525,,
1151056,149,1211,0.123038811,,
1217031,149,1061,0.140433553,,
1249356,149,1001,0.148851149,,
1254620,149,986,0.151115619,,
1255105,149,801,0.186017478,,
1258096,149,960,0.155208333,,
1258968,149,842,0.17695962,,
1276717,149,988,0.150809717,,
1292515,149,943,0.158006363,,
1303170,149,819,0.181929182,,
1306509,149,931,0.160042965,,
1354322,149,955,0.156020942,,
1421552,149,905,0.164640884,,
1421596,149,829,0.17973462,,
1428331,149,987,0.150962513,,
1443154,149,925,0.161081081,,
1485403,149,952,0.156512605,,
1495032,149,861,0.173054588,,
1514828,149,951,0.156677182,,
1515183,149,1026,0.145224172,,
1522544,149,947,0.157338965,,
37069,150,777,0.193050193,,
105244,150,924,0.162337662,,
112809,150,939,0.159744409,,
124630,150,882,0.170068027,,
128913,150,1087,0.13799448,,
138559,150,892,0.168161435,,
140862,150,948,0.158227848,,
152053,150,810,0.185185185,,
187696,150,1071,0.140056022,,
205915,150,786,0.190839695,,
233071,150,891,0.168350168,,
240060,150,866,0.173210162,,
240564,150,910,0.164835165,,
253388,150,914,0.164113786,,
253859,150,1039,0.144369586,,
310698,150,800,0.1875,,
327242,150,903,0.166112957,,
364913,150,1005,0.149253731,,
375171,150,1154,0.129982669,,
383395,150,883,0.169875425,,
385506,150,882,0.170068027,,
386534,150,769,0.195058518,,
390097,150,799,0.187734668,,
410476,150,874,0.171624714,,
423595,150,840,0.178571429,,
505173,150,1024,0.146484375,,
562988,150,802,0.187032419,,
562989,150,828,0.18115942,,
578168,150,887,0.169109357,,
599238,150,873,0.171821306,,
634116,150,892,0.168161435,,
638842,150,835,0.179640719,,
642572,150,832,0.180288462,,
651590,150,866,0.173210162,,
653150,150,879,0.170648464,,
666977,150,1127,0.133096717,,
697648,150,907,0.165380375,,
712818,150,1068,0.140449438,,
741174,150,841,0.178359096,,
819771,150,872,0.172018349,,
856696,150,806,0.186104218,,
933896,150,1171,0.128095645,,
952329,150,942,0.159235669,,
958391,150,1102,0.136116152,,
975108,150,998,0.150300601,,
977306,150,923,0.162513543,,
978598,150,1009,0.148662042,,
980461,150,1040,0.144230769,,
1044635,150,906,0.165562914,,
1143838,150,922,0.162689805,,
1161556,150,920,0.163043478,,
1174054,150,854,0.175644028,,
1248882,150,848,0.176886792,,
1258685,150,938,0.159914712,,
1261060,150,880,0.170454545,,
1298958,150,824,0.182038835,,
1300640,150,860,0.174418605,,
1303172,150,824,0.182038835,,
1327703,150,1086,0.138121547,,
1339317,150,926,0.161987041,,
1344556,150,825,0.181818182,,
1373769,150,1004,0.14940239,,
1390794,150,780,0.192307692,,
1406350,150,1086,0.138121547,,
1424601,150,923,0.162513543,,
1462865,150,809,0.185414091,,
1465190,150,972,0.154320988,,
1474567,150,791,0.189633375,,
1475249,150,996,0.15060241,,
1499328,150,951,0.157728707,,
1505138,150,916,0.163755459,,
1522713,150,924,0.162337662,,
19455,151,817,0.184822521,,
20785,151,977,0.154554759,,
21481,151,994,0.151911469,,
23241,151,1027,0.147030185,,
27600,151,1135,0.133039648,,
46068,151,1173,0.128729753,,
50365,151,1002,0.150698603,,
66113,151,879,0.171786121,,
67978,151,1018,0.148330059,,
74731,151,927,0.162891046,,
96471,151,852,0.177230047,,
113458,151,835,0.180838323,,
128866,151,1037,0.145612343,,
128934,151,976,0.154713115,,
136069,151,1050,0.143809524,,
173461,151,1023,0.147605083,,
188107,151,917,0.164667394,,
211091,151,823,0.183475091,,
213530,151,892,0.169282511,,
215967,151,903,0.167220377,,
217109,151,938,0.16098081,,
224854,151,911,0.165751921,,
249508,151,1016,0.148622047,,
266248,151,943,0.160127253,,
275730,151,910,0.165934066,,
297290,151,1099,0.137397634,,
338572,151,909,0.166116612,,
347078,151,1123,0.134461264,,
375032,151,946,0.15961945,,
380427,151,913,0.165388828,,
392391,151,993,0.152064451,,
399193,151,1056,0.142992424,,
499110,151,944,0.159957627,,
526303,151,928,0.162715517,,
552762,151,868,0.173963134,,
554120,151,792,0.190656566,,
562139,151,833,0.181272509,,
562970,151,800,0.18875,,
570189,151,1018,0.148330059,,
571569,151,832,0.181490385,,
574753,151,937,0.161152615,,
580374,151,888,0.170045045,,
660248,151,894,0.168903803,,
673875,151,936,0.161324786,,
696486,151,1037,0.145612343,,
715686,151,993,0.152064451,,
720061,151,1089,0.13865932,,
738672,151,926,0.163066955,,
747466,151,845,0.178698225,,
812478,151,856,0.176401869,,
862580,151,871,0.173363949,,
948548,151,911,0.165751921,,
966686,151,807,0.187112763,,
966953,151,901,0.167591565,,
1012657,151,1012,0.149209486,,
1146092,151,966,0.1563147,,
1186629,151,869,0.173762946,,
1229783,151,957,0.157784744,,
1250194,151,852,0.177230047,,
1269577,151,871,0.173363949,,
1273337,151,931,0.162191192,,
1298290,151,1087,0.138914443,,
1299032,151,849,0.177856302,,
1303171,151,847,0.178276269,,
1307631,151,900,0.167777778,,
1314244,151,811,0.186189889,,
1320639,151,893,0.169092945,,
1346636,151,1135,0.133039648,,
1408733,151,831,0.181708785,,
1422137,151,912,0.165570175,,
1443122,151,852,0.177230047,,
1455115,151,943,0.160127253,,
1456713,151,780,0.193589744,,
1468720,151,862,0.175174014,,
1469161,151,956,0.157949791,,
1469246,151,995,0.151758794,,
