POS,freq,psl5,psl2,psl5/psl2,inconclusive
1156790,1568,787,744,37,0
1156908,1501,739,723,39,0
1156945,1494,726,720,48,0
1157008,1555,765,742,48,0
1157271,1492,771,684,37,0
1161556,1410,696,672,42,0
1161568,1447,717,684,46,0
1166055,1342,621,693,28,0
1171430,1146,558,566,22,0
1172908,1667,817,805,45,0
1172914,1653,802,801,50,0
1173007,1435,718,687,30,0
1173622,1174,589,555,30,0
1173661,1216,624,554,38,0
1173670,1185,607,545,33,0
1173678,1195,608,551,36,0
1173894,1830,925,844,61,0
1174054,1391,641,709,41,0
1174213,1594,814,737,43,0
1174270,1594,781,764,49,0
1174282,1617,791,781,45,0
1174395,1602,796,758,48,0
1174496,1441,740,658,43,0
1174544,1440,720,689,31,0
1174551,1412,699,677,36,0
1174575,1463,723,702,38,0
1174611,1518,735,747,36,0
1174695,1512,696,775,41,0
1174702,1500,673,788,39,0
1174722,1531,677,811,43,0
1175302,1123,506,597,20,0
1178350,767,357,387,23,0
1181379,1559,761,764,34,0
1181427,1625,841,738,46,0
1181621,1424,656,724,44,0
1182010,1464,679,747,38,0
1182098,1288,650,612,26,0
1183454,1316,629,645,42,0
1184604,1621,804,776,41,0
1184776,1518,781,709,28,0
1184872,1316,638,647,31,0
1185640,1232,587,615,30,0
1185811,1315,612,671,32,0
1186629,1330,628,663,39,0
1187273,1229,577,616,36,0
1187416,1343,612,694,37,0
1188416,1255,583,635,37,0
1188878,1292,610,643,39,0
1189030,1656,796,801,59,0
1189130,2147,1025,1075,47,0
1189463,1497,656,796,45,0
1189499,1584,656,875,53,0
1189652,1612,794,766,52,0
1190196,1338,606,700,32,0
1190854,1526,715,771,40,0
1193291,1397,716,641,40,0
1193546,1351,662,652,37,0
1201621,1181,590,571,20,0
1206187,1580,755,783,42,0
1216180,1249,599,598,52,0
1216230,1173,561,575,37,0
1216298,1226,603,578,45,0
1216309,1251,597,610,44,0
1216313,1255,596,621,38,0
1216405,1219,609,574,36,0
1216411,1210,571,605,34,0
1216413,1201,571,596,34,0
1216417,1219,576,610,33,0
1216429,1285,616,636,33,0
1216449,1297,627,641,29,0
1216558,1272,612,626,34,0
1216848,1190,576,583,31,0
1216903,1213,584,596,33,0
1217031,1305,665,601,39,0
1217085,1337,668,631,38,0
1217086,1327,671,620,36,0
1217139,1293,653,613,27,0
1217182,1199,559,616,24,0
1217208,1152,539,587,26,0
1217215,1157,549,579,29,0
1217501,1115,523,566,26,0
1217807,1278,671,577,30,0
1219718,1501,711,753,37,0
1219835,1436,679,730,27,0
1219901,1400,674,686,40,0
1219991,1442,640,762,40,0
1220120,1304,609,657,38,0
1220150,1261,554,663,44,0
1220178,1215,569,617,29,0
1220405,1309,619,658,32,0
1220708,1446,680,725,41,0
1221065,1193,530,629,34,0
1221481,1582,762,768,52,0
1225501,1926,939,947,40,0
1229224,1199,561,602,36,0
1229783,1454,744,675,35,0
1231802,1465,756,667,42,0
1235582,1564,773,742,49,0
1235594,1577,788,749,40,0
1238608,1313,649,633,31,0
1238647,1220,567,632,21,0
1238648,1217,564,631,22,0
1239087,1047,850,196,1,0
1239354,1316,614,672,30,0
1239990,1255,581,632,42,0
1240134,1130,556,542,32,0
1240175,1164,562,569,33,0
1240227,1292,595,664,33,0
1240251,1342,616,689,37,0
1240320,1492,668,789,35,0
1240455,1744,888,798,58,0
1240551,1970,978,936,56,0
1240617,1912,917,922,73,0
1241771,1149,555,556,38,0
1241990,1557,858,665,34,0
1242168,1539,743,757,39,0
1242169,1547,757,750,40,0
1242178,1559,781,736,42,0
1242241,1654,834,777,43,0
1242966,1415,695,674,46,0
1243063,1333,638,660,35,0
1243676,18,16,2,0,0
1245593,950,197,733,20,0
1245635,965,290,650,25,0
1245641,997,313,663,21,0
1245812,1403,691,669,43,0
1246233,1365,715,622,28,0
1246293,1347,716,595,36,0
1246650,1183,568,585,30,0
1246710,1125,501,592,32,0
1246923,1487,737,720,30,0
1247388,1569,713,801,55,0
1247397,1521,720,750,51,0
1247400,1581,729,801,51,0
1247703,1279,615,629,35,0
1248004,1123,529,571,23,0
1248024,1115,529,561,25,0
1248074,1155,554,579,22,0
1248088,1199,586,593,20,0
1248160,1280,618,629,33,0
1248193,1340,666,638,36,0
1248206,1324,659,636,29,0
1248222,1331,666,633,32,0
1248319,1288,654,602,32,0
1248513,1451,701,706,44,0
1248573,1505,742,716,47,0
1248882,1307,656,604,47,0
1248985,1284,635,610,39,0
1249116,1315,621,658,36,0
1249222,1319,624,663,32,0
1249273,1282,621,631,30,0
1249356,1343,653,656,34,0
1250153,1445,697,708,40,0
1250194,1327,624,660,43,0
1250522,1453,716,689,48,0
1250566,1517,749,723,45,0
1251061,1374,746,597,31,0
1251246,971,514,436,21,0
1251433,1049,497,526,26,0
1251694,1874,895,926,53,0
1251752,1531,730,768,33,0
1252027,1329,656,637,36,0
1252116,1560,763,755,42,0
1252300,1448,661,741,46,0
1252516,1561,763,751,47,0
1252563,1514,693,787,34,0
1252564,1553,745,762,46,0
1252635,1574,773,751,50,0
1253205,1226,601,596,29,0
1253314,1466,713,729,24,0
1253334,1464,727,704,33,0
1253664,1345,643,654,48,0
1253679,1348,679,626,43,0
1253694,1333,665,626,42,0
1253763,1398,741,619,38,0
1253958,1176,572,585,19,0
1254171,1195,590,564,41,0
1254312,1640,789,814,37,0
1254372,1564,745,779,40,0
1254508,1230,576,615,39,0
1254611,1341,612,705,24,0
1254620,1374,642,705,27,0
1254714,1371,689,655,27,0
1254735,1324,670,628,26,0
1254750,1296,664,605,27,0
1254757,1287,668,585,34,0
1254809,1198,664,498,36,0
1254831,1145,624,482,39,0
1254881,1181,633,517,31,0
1254929,1125,575,517,33,0
1254967,1235,667,533,35,0
1255067,1356,670,652,34,0
1255105,1308,653,613,42,0
1255110,1366,649,685,32,0
1255180,1403,699,662,42,0
1255294,1351,681,628,42,0
1255345,1313,701,579,33,0
1255417,1370,684,654,32,0
1255457,1456,704,704,48,0
1255467,1463,707,703,53,0
1255570,1555,755,755,45,0
1255633,1535,753,744,38,0
1255666,1543,745,753,45,0
1255684,1490,721,725,44,0
1255983,1195,569,598,28,0
1256225,1180,597,560,23,0
1256476,1466,644,783,39,0
1256575,1535,746,737,52,0
1256608,1560,798,715,47,0
1256650,1586,808,734,44,0
1256876,1543,766,723,54,0
1257111,1134,340,774,20,0
1257209,1599,754,794,51,0
1257279,1539,713,779,47,0
1257339,1391,622,726,43,0
1257343,1391,654,702,35,0
1257439,1354,629,689,36,0
1257442,1366,636,693,37,0
1257459,1345,672,644,29,0
1257556,1319,673,604,42,0
1257873,1443,734,667,42,0
1258051,1420,694,688,38,0
1258096,1335,643,663,29,0
1258239,1467,743,680,44,0
1258657,1447,661,752,34,0
1258685,1397,627,732,38,0
1258923,1395,665,684,46,0
1258968,1397,677,677,43,0
1259058,1540,694,777,69,0
1259604,1555,725,798,32,0
1259648,1472,679,750,43,0
1259896,1437,695,704,38,0
1259960,1378,662,682,34,0
1259970,1336,633,673,30,0
1259982,1353,666,653,34,0
1260022,1403,677,686,40,0
1260032,1393,678,670,45,0
1260055,1389,673,679,37,0
1260078,1420,686,696,38,0
1260837,1306,657,629,20,0
1260996,1336,705,600,31,0
1261060,1444,738,673,33,0
1261089,1448,770,631,47,0
1261102,1516,752,730,34,0
1261151,1555,722,778,55,0
1261386,1581,764,771,46,0
1261418,1602,772,792,38,0
1261452,1600,764,802,34,0
1262181,1070,500,535,35,0
1262292,1106,480,586,40,0
1262394,1263,589,643,31,0
1262475,1153,559,571,23,0
1262787,1146,571,549,26,0
1263046,1801,884,842,75,0
1263265,1728,839,837,52,0
1264122,1322,674,609,39,0
1264265,1336,678,620,38,0
1264283,1291,618,637,36,0
1264448,1292,625,636,31,0
1264454,1326,650,635,41,0
1264751,1449,705,698,46,0
1264874,1316,659,625,32,0
1264886,1312,652,629,31,0
1264892,1273,635,610,28,0
1264956,1239,586,621,32,0
1265205,1222,625,561,36,0
1265351,1357,669,654,34,0
1266546,1469,717,717,35,0
1266570,1456,713,702,41,0
1266696,1532,766,728,38,0
1266952,1456,726,685,45,0
1267101,1569,767,755,47,0
1267740,1513,731,728,54,0
1267782,1562,752,769,41,0
1267989,1435,716,673,46,0
1268154,1163,595,532,36,0
1268315,1317,684,602,31,0
1268647,1109,485,590,34,0
1268901,1161,562,572,27,0
1269577,1404,635,721,48,0
1269708,1180,546,594,40,0
1269967,1670,830,795,45,0
1269974,1684,831,804,49,0
1270566,1422,672,695,55,0
1270902,1489,767,687,35,0
1270997,1532,742,749,41,0
1271068,2254,1084,1099,71,0
1271410,1420,676,705,39,0
1271701,1368,660,671,37,0
1271755,1358,678,625,55,0
1271758,1340,638,659,43,0
1271812,1238,600,599,39,0
1271999,1388,666,691,31,0
1272092,1174,578,559,37,0
1272164,1338,682,619,37,0
1272748,1277,609,629,39,0
1273219,1340,657,652,31,0
1273337,1439,726,665,48,0
1273367,1420,676,705,39,0
1274423,1589,785,769,35,0
1274484,1633,804,788,41,0
1274565,1698,812,830,56,0
1274635,1722,810,864,48,0
1274840,1229,598,598,33,0
1274867,1268,627,613,28,0
1275042,1385,693,645,47,0
1275068,1351,653,655,43,0
1275069,1354,652,651,51,0
1275195,1316,625,654,37,0
1275729,1530,750,718,62,0
1276349,1121,586,517,18,0
1276608,1619,801,776,42,0
1276717,1487,748,712,27,0
1277116,1318,682,602,34,0
1277231,1332,664,625,43,0
1277282,1281,598,649,34,0
1277377,1423,678,698,47,0
1278468,1542,748,753,41,0
1278481,1529,739,749,41,0
1278613,1556,746,773,37,0
1279037,1417,654,718,45,0
1279148,1544,654,840,50,0
1279180,1367,528,803,36,0
1279181,1349,478,840,31,0
1279184,1422,584,798,40,0
1279416,1412,629,742,41,0
1279680,1308,625,646,37,0
1279803,1370,735,604,31,0
1279875,1387,684,669,34,0
1280061,1124,545,554,25,0
1280121,1088,516,543,29,0
1280562,1435,722,676,37,0
1280606,1433,683,707,43,0
1280622,1417,679,696,42,0
1281084,1549,771,735,43,0
1281447,1131,551,545,35,0
1281774,1326,647,623,56,0
1281969,1401,648,714,39,0
1282243,1350,651,663,36,0
1282320,1289,620,631,38,0
1282449,1341,658,649,34,0
1282620,1451,712,690,49,0
1282809,1186,590,565,31,0
1283387,1296,660,600,36,0
1283592,1210,586,578,46,0
1283766,1326,627,653,46,0
1283911,1213,592,593,28,0
1283930,1178,559,597,22,0
1284111,1406,708,653,45,0
1284927,1262,604,629,29,0
1285035,1323,666,629,28,0
1285139,1254,633,586,35,0
1285752,1158,590,545,23,0
1285878,1233,656,547,30,0
1285941,1246,626,600,20,0
1286166,1815,844,918,53,0
1286229,1740,825,859,56,0
1286562,1538,701,803,34,0
1286766,1493,724,728,41,0
1286949,1378,634,696,48,0
1287125,1338,678,625,35,0
1287842,1333,660,631,42,0
1288090,1470,731,700,39,0
1288413,1035,492,515,28,0
1289166,1647,841,760,46,0
1289195,1656,847,775,34,0
1289376,1488,720,731,37,0
1289816,1212,606,577,29,0
1289885,1051,517,500,34,0
1289939,1054,533,491,30,0
1289972,1095,540,532,23,0
1290044,1327,696,591,40,0
1290308,1386,709,634,43,0
1290722,1427,717,663,47,0
1291009,1477,770,677,30,0
1291654,1362,656,683,23,0
1291676,1232,595,606,31,0
1291853,1175,565,576,34,0
1291869,1230,600,590,40,0
1292120,1397,618,737,42,0
1292138,1348,580,729,39,0
1292153,1337,567,731,39,0
1292261,1517,726,750,41,0
1292274,1477,709,732,36,0
1292344,1560,727,789,44,0
1292515,1389,705,650,34,0
1293241,1325,665,638,22,0
1293368,1347,682,630,35,0
1293471,1260,665,569,26,0
1293522,1253,635,583,35,0
1293527,1263,635,596,32,0
1293602,1224,597,585,42,0
1293708,1323,653,627,43,0
1293777,1243,620,582,41,0
1293998,1191,546,614,31,0
1294207,1400,652,707,41,0
1294365,1504,793,658,53,0
1294559,1730,847,833,50,0
1294560,1726,844,831,51,0
1295031,1589,773,765,51,0
1295100,1469,737,699,33,0
1295106,1470,731,696,43,0
1295438,1447,733,667,47,0
1295451,1416,718,645,53,0
1295582,1501,695,767,39,0
1295980,1128,576,527,25,0
1296035,1128,550,561,17,0
1296045,1058,512,528,18,0
1296225,1083,574,492,17,0
1296388,1234,643,552,39,0
1296732,1086,285,779,22,0
1296755,1360,584,738,38,0
1297070,1287,659,595,33,0
1297076,1284,671,584,29,0
1297136,1319,666,623,30,0
1297562,1313,692,582,39,0
1297645,1274,637,602,35,0
1297796,1320,644,636,40,0
1297890,1178,580,571,27,0
1297994,1234,634,570,30,0
1298024,1236,626,574,36,0
1298054,1280,638,615,27,0
1298162,1245,615,600,30,0
1298210,1341,655,655,31,0
1298219,1360,668,664,28,0
1298290,1445,711,700,34,0
1298337,1418,710,675,33,0
1298424,1360,698,635,27,0
1298594,1533,794,701,38,0
1298614,1605,787,769,49,0
1298688,1726,829,844,53,0
1298829,1394,698,650,46,0
1298872,1425,752,628,45,0
1298950,1388,677,669,42,0
1298958,1384,670,669,45,0
1299016,1465,701,723,41,0
1299032,1417,691,684,42,0
1299052,1365,648,668,49,0
1299086,1444,673,720,51,0
1299137,1402,688,672,42,0
1299173,1289,647,599,43,0
1299214,1258,644,578,36,0
1299598,1441,692,704,45,0
1299807,1147,561,556,30,0
1300045,1294,625,631,38,0
1300146,1355,705,610,40,0
1300226,1575,776,752,47,0
1300388,1464,754,676,34,0
1300456,1486,727,715,44,0
1300582,1428,702,685,41,0
1300640,1388,676,681,31,0
1300834,1385,684,665,36,0
1300956,1625,756,821,48,0
1301095,1528,768,714,46,0
1301230,1284,689,553,42,0
1301390,958,801,156,1,0
1301405,1584,772,759,53,0
1301474,1589,812,728,49,0
1302363,1473,685,752,36,0
1302530,1355,675,646,34,0
1302742,1434,739,661,34,0
1302751,1411,705,677,29,0
1302775,1303,657,623,23,0
1302786,1268,660,587,21,0
1302793,1242,647,570,25,0
1302811,1275,658,598,19,0
1302821,1292,677,593,22,0
1302868,1209,626,553,30,0
1302894,1179,624,522,33,0
1302919,1173,609,541,23,0
1303028,1289,645,616,28,0
1303036,1292,647,617,28,0
1303037,1278,649,604,25,0
1303170,1433,686,708,39,0
1303171,1420,693,687,40,0
1303172,1427,668,716,43,0
1303188,1497,765,687,45,0
1303306,1674,865,753,56,0
1303572,1497,730,719,48,0
1303713,1534,716,764,54,0
1304226,1173,569,571,33,0
1304580,1244,637,582,25,0
1304682,1368,685,656,27,0
1304837,1333,652,648,33,0
1304961,1419,721,664,34,0
1305124,1378,695,651,32,0
1305228,1428,715,687,26,0
1305302,1494,737,731,26,0
1305372,1496,776,692,28,0
1305496,1537,815,681,41,0
1305532,1539,816,691,32,0
1305600,1682,786,849,47,0
1305778,1666,808,819,39,0
1306195,1375,684,643,48,0
1306509,1347,665,654,28,0
1306661,1292,624,614,54,0
1306774,1287,646,607,34,0
1306792,1394,698,662,34,0
1306911,1547,818,697,32,0
1306979,1562,827,689,46,0
1307338,1503,727,726,50,0
1307587,1692,730,903,59,0
1307627,1497,527,924,46,0
1307631,1486,535,906,45,0
1307667,1451,657,745,49,0
1307715,1648,951,639,58,0
1308573,2143,869,1185,89,0
1308583,2229,971,1167,91,0
1308589,2233,986,1149,98,0
1308631,1866,696,1103,67,0
1308639,1868,671,1134,63,0
1308641,1856,683,1097,76,0
1308678,2083,1020,992,71,0
1308951,1654,778,827,49,0
1309104,1530,755,725,50,0
1309251,1602,794,766,42,0
1309349,1891,958,871,62,0
1309390,1997,1016,912,69,0
1309424,1980,988,935,57,0
1309473,1925,1006,848,71,0
1309512,1422,735,646,41,0
1309620,1393,652,703,38,0
1309649,1417,668,709,40,0
1309698,1390,640,702,48,0
1309772,1463,691,734,38,0
1309975,1255,592,636,27,0
1309983,1284,624,630,30,0
1310168,1397,690,670,37,0
1310395,1338,702,608,28,0
1310837,1469,726,691,52,0
1310896,1519,747,727,45,0
1311444,1438,746,657,35,0
1311671,1651,775,811,65,0
1311768,1711,833,829,49,0
1311784,1639,781,803,55,0
1311941,1674,882,763,29,0
1311986,1463,759,663,41,0
1312036,1423,699,689,35,0
1312038,1426,713,682,31,0
1312058,1377,640,708,29,0
1312234,1493,722,730,41,0
1312268,1498,752,707,39,0
1312280,1441,702,708,31,0
1312365,1488,741,696,51,0
1312371,1476,724,697,55,0
1312462,1367,604,710,53,0
1312501,1353,601,706,46,0
1312505,1341,604,690,47,0
1312526,1386,649,703,34,0
1312613,1457,729,694,34,0
1312700,1408,677,702,29,0
1312729,1357,663,667,27,0
1313044,1410,690,684,36,0
1313459,1266,602,627,37,0
1313549,1275,570,671,34,0
1313591,1252,576,629,47,0
1314007,1423,682,706,35,0
1314244,1401,695,665,41,0
1314298,1459,713,705,41,0
1314547,1333,659,643,31,0
1314605,1330,688,608,34,0
1314697,1228,606,599,23,0
1314742,1378,716,630,32,0
1314814,1450,730,683,37,0
1314845,1475,715,717,43,0
1314849,1452,701,716,35,0
1314911,1328,649,643,36,0
1315208,1453,778,634,41,0
1315285,1463,703,724,36,0
1315908,1268,643,591,34,0
1315959,1287,657,596,34,0
1316046,1261,624,595,42,0
1316079,1322,672,601,49,0
1316130,1247,620,595,32,0
1316310,1305,645,630,30,0
1316641,1381,710,627,44,0
1316682,1452,723,684,45,0
1316858,1633,838,735,60,0
1317219,1185,608,551,26,0
1317255,1175,612,532,31,0
1317337,1177,590,560,27,0
1317887,1534,730,755,49,0
1317903,1547,726,779,42,0
1318030,1763,811,905,47,0
1318045,1875,873,957,45,0
1318291,1369,654,669,46,0
1318378,1533,758,739,36,0
1318438,1587,796,742,49,0
1318539,1347,664,644,39,0
1318750,1203,583,579,41,0
1318845,1450,700,695,55,0
1318922,1570,793,731,46,0
1318941,1585,806,734,45,0
1318943,1570,797,723,50,0
1319011,1551,858,649,44,0
1319047,1707,875,785,47,0
1319069,1787,840,897,50,0
1319224,1576,763,764,49,0
1319237,1556,743,764,49,0
1319259,1578,764,756,58,0
1319285,1632,786,793,53,0
1319347,1598,702,843,53,0
1319513,1579,741,796,42,0
1319945,1363,685,639,39,0
1320001,1290,672,586,32,0
1320420,1187,551,609,27,0
1320570,1338,628,671,39,0
1320636,1332,637,660,35,0
1320639,1335,654,637,44,0
1320985,1588,760,780,48,0
1321125,1435,718,683,34,0
1322145,1489,696,759,34,0
1322146,1482,702,745,35,0
1322306,1501,753,711,37,0
1322477,1136,585,524,27,0
1322553,1177,565,577,35,0
1323053,1252,608,605,39,0
1323104,1182,585,565,32,0
1323143,1144,557,553,34,0
1323397,1629,816,763,50,0
1323759,1491,720,720,51,0
1323775,1470,702,712,56,0
1323848,1514,727,743,44,0
1323868,1546,753,736,57,0
1324046,1264,613,620,31,0
1324886,1164,556,567,41,0
1325346,1453,711,690,52,0
1325603,1450,693,721,36,0
1325849,1441,732,659,50,0
1326851,1239,640,570,29,0
1326881,1238,634,578,26,0
1326959,1281,639,614,28,0
1327418,1352,675,646,31,0
1327703,1298,671,591,36,0
1327736,1312,688,594,30,0
1328033,1209,624,552,33,0
1328084,1172,590,543,39,0
1328111,1086,571,475,40,0
1328369,1254,606,606,42,0
1330118,1184,544,610,30,0
1330369,1369,670,668,31,0
1330557,1401,706,661,34,0
1330559,1413,704,675,34,0
1330650,1489,790,655,44,0
1330877,1182,562,587,33,0
1330885,1174,570,578,26,0
1330934,1194,571,596,27,0
1331029,1300,628,653,19,0
1331067,1400,670,708,22,0
1331329,1168,579,571,18,0
1331502,1276,600,643,33,0
1331503,1261,587,640,34,0
1331509,1269,613,626,30,0
1331692,1188,601,560,27,0
1331698,1157,588,542,27,0
1331710,1220,635,556,29,0
1332047,1233,597,599,37,0
1332073,1253,627,597,29,0
1332400,1449,739,670,40,0
1332526,1454,729,678,47,0
1332577,1447,705,693,49,0
1332610,1470,694,739,37,0
1332857,1348,649,661,38,0
1333408,1330,643,646,41,0
1333497,1320,644,634,42,0
1333527,1288,657,592,39,0
1333607,1448,679,716,53,0
1333616,1441,670,723,48,0
1333678,1425,664,719,42,0
1333718,1362,657,656,49,0
1333799,1321,639,649,33,0
1333856,1340,648,652,40,0
1333898,1304,636,627,41,0
1334142,1598,737,812,49,0
1335398,1290,663,594,33,0
1335542,1324,616,674,34,0
1336494,1321,635,655,31,0
1336509,1294,629,634,31,0
1336581,1335,668,641,26,0
1336950,1327,594,689,44,0
1337192,1724,836,843,45,0
1337236,1713,845,814,54,0
1337302,1743,848,833,62,0
1337684,1746,895,793,58,0
1337715,1671,960,653,58,0
1337761,1763,946,767,50,0
1337762,1737,900,785,52,0
1337856,1439,787,622,30,0
1337857,1436,762,642,32,0
1337917,1380,694,659,27,0
1338262,1208,599,567,42,0
1338288,1079,524,530,25,0
1338291,1104,526,551,27,0
1338321,1164,564,569,31,0
1338322,1150,522,591,37,0
1338366,1189,560,587,42,0
1338475,1203,549,615,39,0
1338535,1141,520,593,28,0
1338536,1126,475,625,26,0
1338537,1160,520,610,30,0
1338585,1297,610,653,34,0
1338669,1337,644,655,38,0
1339080,1299,659,613,27,0
1339103,1340,653,650,37,0
1339317,1461,681,750,30,0
1339402,1365,653,685,27,0
1339570,1283,650,609,24,0
1339590,1247,642,584,21,0
1339670,1197,601,562,34,0
1340287,1517,752,730,35,0
1340653,1505,715,747,43,0
1340668,1536,709,778,49,0
1340741,1531,702,776,53,0
1340742,1548,707,780,61,0
1340844,1526,750,731,45,0
1340982,1320,626,666,28,0
1341094,1317,624,664,29,0
1341209,1227,561,632,34,0
1341251,1195,555,616,24,0
1341287,1170,496,643,31,0
1341415,0,0,0,0,0
1341420,50,37,10,3,0
1341684,1110,692,394,24,0
1341693,1115,669,416,30,0
1341695,1108,647,428,33,0
1341731,1176,681,464,31,0
1341749,1218,658,536,24,0
1341794,1302,673,587,42,0
1341815,1299,662,601,36,0
1341826,1286,679,572,35,0
1341876,1386,684,669,33,0
1341991,1513,716,752,45,0
1342306,1682,802,827,53,0
1342433,1632,828,760,44,0
1342632,1292,613,651,28,0
1342654,1300,621,651,28,0
1342926,1482,731,716,35,0
1342986,1388,665,683,40,0
1343168,1377,638,701,38,0
1343249,1328,623,672,33,0
1343581,1403,711,642,50,0
1343677,1467,768,657,42,0
1343758,1481,752,689,40,0
1344013,1640,805,793,42,0
1344040,1645,810,799,36,0
1344085,1656,827,783,46,0
1344235,1737,844,850,43,0
1344347,1595,741,804,50,0
1344480,1535,700,768,67,0
1344556,1350,613,689,48,0
1344681,1134,534,567,33,0
1344727,1160,553,581,26,0
1345591,1581,779,758,44,0
1345632,1616,798,774,44,0
1345811,1358,598,715,45,0
1345853,1319,631,651,37,0
1346089,1276,599,644,33,0
1346251,1419,676,708,35,0
1346336,1525,711,771,43,0
1346429,1430,679,717,34,0
1346435,1351,669,653,29,0
1346618,1344,617,698,29,0
1346636,1390,641,717,32,0
1346702,1378,629,708,41,0
1346703,1385,625,716,44,0
1346810,1374,663,676,35,0
1347437,1270,619,620,31,0
1348123,1410,645,725,40,0
1349687,1400,684,675,41,0
1352644,651,2,649,0,0
1353994,1883,909,898,76,0
1354278,1492,743,709,40,0
1354322,1398,707,647,44,0
1355617,2102,1050,983,69,0
1357207,1441,688,708,45,0
1357616,943,477,448,18,0
1358780,1326,669,629,28,0
1361031,1579,767,774,38,0
1362063,1384,668,673,43,0
1364465,1590,773,758,59,0
1364702,1406,717,648,41,0
1364750,1516,774,696,46,0
1365835,957,483,449,25,0
1366750,1297,668,596,33,0
1367576,1478,768,675,35,0
1368022,1373,660,677,36,0
1368506,1149,587,538,24,0
1368624,1272,627,620,25,0
1368825,1409,649,711,49,0
1369850,1328,629,664,35,0
1371004,1234,641,564,29,0
1371121,1311,663,615,33,0
1371136,1368,709,624,35,0
1371862,1235,624,577,34,0
1371972,1293,647,611,35,0
1372366,1356,711,610,35,0
1372422,1436,696,693,47,0
1372812,1193,538,639,16,0
1373275,1373,662,677,34,0
1373320,1365,658,672,35,0
1373769,1391,666,687,38,0
1374217,1309,653,625,31,0
1374268,1403,729,645,29,0
1374352,1294,683,577,34,0
1374505,1338,686,606,46,0
1374590,1176,571,575,30,0
1374858,1051,512,518,21,0
1374919,1175,609,536,30,0
1375261,1380,679,671,30,0
1379791,1467,719,720,28,0
1379888,1331,677,631,23,0
1380625,988,475,484,29,0
1382307,1539,779,722,38,0
1385049,1530,750,731,49,0
1386851,1550,827,672,51,0
1386920,1472,709,713,50,0
1387160,1322,615,674,33,0
1387313,1274,600,641,33,0
1387436,1163,606,529,28,0
1389010,1372,672,660,40,0
1390794,1327,659,623,45,0
1391355,1510,783,689,38,0
1391478,1508,712,759,37,0
1391636,1614,769,810,35,0
1392190,1363,655,654,54,0
1394087,1502,721,733,48,0
1398006,1418,699,688,31,0
1398909,1443,709,702,32,0
1399621,1312,646,628,38,0
1399661,1203,584,583,36,0
1399937,1325,651,645,29,0
1400438,1316,659,638,19,0
1400704,1371,619,712,40,0
1400903,1482,737,707,38,0
1400933,1412,669,703,40,0
1400952,1499,777,689,33,0
1401279,1536,754,752,30,0
1401283,1524,722,757,45,0
1401284,1518,662,801,55,0
1401288,1527,742,750,35,0
1401289,1541,750,756,35,0
1401432,1658,894,734,30,0
1401497,1643,857,735,51,0
1401563,1458,718,684,56,0
1401650,1369,696,642,31,0
1401828,1630,762,816,52,0
1401877,1506,642,814,50,0
1402134,1466,717,700,49,0
1402144,1450,710,695,45,0
1402561,1376,648,686,42,0
1402695,1550,809,699,42,0
1402714,1566,816,716,34,0
1402760,1470,778,653,39,0
1402910,1427,707,671,49,0
1403082,1466,773,657,36,0
1403147,1406,790,592,24,0
1403642,1420,649,723,48,0
1403669,1454,673,724,57,0
1403689,1439,659,736,44,0
1403723,1347,627,694,26,0
1403771,1253,569,652,32,0
1404228,1414,711,665,38,0
1404334,1366,641,686,39,0
1404745,1556,698,808,50,0
1404826,1553,707,798,48,0
1404946,1571,748,771,52,0
1405047,1476,713,728,35,0
1405144,1429,711,665,53,0
1405366,1416,685,689,42,0
1405690,1409,740,628,41,0
1405821,1553,769,748,36,0
1405860,1663,823,796,44,0
1405995,1606,812,752,42,0
1406105,1437,689,717,31,0
1406179,1400,707,661,32,0
1406350,1352,683,631,38,0
1406418,1279,609,631,39,0
1406432,1286,606,637,43,0
1406526,1310,626,629,55,0
1406566,1478,693,733,52,0
1406875,1363,657,683,23,0
1406893,1393,681,680,32,0
1406925,1482,708,738,36,0
1406984,1440,682,730,28,0
1407015,1393,659,701,33,0
1407144,1360,638,681,41,0
1407251,1531,755,738,38,0
1407369,1423,697,694,32,0
1407493,1414,679,700,35,0
1407535,1394,684,668,42,0
1407605,1312,693,581,38,0
1407845,1053,477,546,30,0
1407899,1285,620,630,35,0
1408247,1494,755,699,40,0
1408334,1474,743,692,39,0
1408568,1354,661,653,40,0
1408733,1337,622,667,48,0
1408760,1287,635,616,36,0
1408799,1257,612,612,33,0
1408802,1262,618,607,37,0
1409150,1145,574,533,38,0
1409468,1342,680,625,37,0
1409794,1502,725,721,56,0
1409847,1452,685,724,43,0
1410430,1448,707,706,35,0
1411239,1449,722,687,40,0
1414499,1308,596,687,25,0
1414537,1466,708,723,35,0
1414676,1550,789,716,45,0
1414748,1541,787,705,49,0
1414832,1564,733,785,46,0
1414914,1529,711,766,52,0
1414935,1542,748,748,46,0
1415006,1527,740,747,40,0
1415045,1475,758,686,31,0
1415051,1437,733,668,36,0
1415081,1437,746,651,40,0
1415193,1395,714,639,42,0
1416353,1346,630,676,40,0
1416431,1288,639,612,37,0
1416545,1217,606,570,41,0
1416560,1202,588,579,35,0
1416703,1102,580,489,33,0
1416927,1442,724,676,42,0
1416976,1496,757,685,54,0
1417489,1432,656,734,42,0
1417509,1420,686,685,49,0
1417646,1318,647,630,41,0
1418091,1435,678,715,42,0
1418534,1354,684,643,27,0
1418662,1469,702,722,45,0
